"","sampleID","sample.mass","d15N","d13C","Amt.N","per.N","Amt.C","per.C"
"1","SI_164",9,12.9872727272727,-10.7655412095523,1.14195952464514,0.126884391627238,1.55801171770509,0.173112413078343
"2","SI_165",10,12.7092727272727,-13.1900904205042,0.525210641865544,0.0525210641865544,-0.721139003146317,-0.0721139003146317
"3","SI_166",11,13.3662727272727,-10.2774162260973,0.813648516222118,0.0739680469292835,-0.0222195678738483,-0.00201996071580439
"4","SI_167",12,13.8782727272727,-9.84937483307877,0.89881905318983,0.0749015877658192,0.310123178030912,0.0258435981692427
"5","SI_168",2,13.5962727272727,-12.4786738050927,0.363624528154734,0.181812264077367,-1.59481187433295,-0.797405937166476
"6","SI_169",3,13.0302727272727,-11.9202547015366,0.633410530728435,0.211136843576145,-0.036460133887362,-0.012153377962454
"7","SI_170",4,12.4282727272727,-13.6737770016259,0.658723785290906,0.164680946322727,-0.43246103912405,-0.108115259781012
"8","SI_171",5,13.9552727272727,-10.230411225699,0.657010858290438,0.131402171658088,-0.676908370958652,-0.13538167419173
"9","SI_172",9,12.8242727272727,-12.1007786537486,0.461642017625955,0.051293557513995,-1.06272397070223,-0.118080441189137
"10","SI_173",10,12.4342727272727,-12.7156500297943,0.507415233582904,0.0507415233582904,-0.959456290008215,-0.0959456290008215
"11","SI_174",11,12.3632727272727,-12.6029159979143,0.458025838402745,0.0416387125820677,-1.179383441952,-0.107216676541091
"12","SI_175",12,13.2242727272727,-11.0698089861989,1.04812919006395,0.0873440991719961,0.80618527889897,0.0671821065749142
"13","SI_176",2,12.3482727272727,-11.8838734834484,0.882070433629699,0.44103521681485,0.402451086158256,0.201225543079128
"14","SI_177",3,13.0072727272727,-12.5805449388482,0.637026709951646,0.212342236650549,-0.31042598997514,-0.103475329991713
"15","SI_178",4,11.9672727272727,-12.1977486743502,0.357914771486507,0.0894786928716269,-1.82841374198508,-0.457103435496269
"16","SI_179",5,12.6142727272727,-10.3552239620324,0.653965654734051,0.13079313094681,-0.450568248889575,-0.0901136497779151
"17","SI_180",9,13.1972727272727,-11.6073465547114,1.2090491654968,0.134338796166311,2.02917640514554,0.225464045016172
"18","SI_181",10,13.6022727272727,-11.5594681740727,0.947922960536578,0.0947922960536578,0.817879518539205,0.0817879518539205
"19","SI_182",11,13.4102727272727,-8.92980871125741,0.914045070971767,0.0830950064519789,0.49496761105399,0.0449970555503628
"20","SI_183",12,13.5902727272727,-10.0527590915061,0.427859290672282,0.0356549408893568,-1.48173612168261,-0.123478010140217
"21","SI_184",2,14.0592727272727,-11.6556764893446,1.39699532249259,0.698497661246296,3.21595311186107,1.60797655593053
"22","SI_185",3,13.4072727272727,-9.31352102361588,0.888731816409296,0.296243938803099,0.64001390594659,0.213337968648863
"23","SI_186",4,13.1682727272727,-10.9485981616492,1.08410065707378,0.271025164268445,1.57706201131257,0.394265502828142
"24","SI_187",5,12.9292727272727,-11.0662970449623,0.820976037279675,0.164195207455935,-0.0779558229333591,-0.0155911645866718
